0.433489,0.257279,0.644052
0.267569,0.642754,0.561186
0.539337,0.700078,0.481944
0.433468,0.442816,0.578182
0.488558,0.352832,0.736763
0.330591,0.343778,0.376510
0.211816,0.424466,0.619847
0.215360,0.414677,0.476339
0.261866,0.478180,0.576123
0.501238,0.596762,0.623734
0.651158,0.244370,0.815688
0.335851,0.347975,0.635946
0.409291,0.765878,0.467935
0.577556,0.602134,0.681717
0.269993,0.558193,0.429459
0.204465,0.569334,0.516918
0.307219,0.487878,0.223734
0.226288,0.512471,0.970608
0.590967,0.680707,0.446101
0.570880,0.713490,0.534934
0.649041,0.542965,0.679820
0.477496,0.578343,0.741845
0.512191,0.236840,0.600841
0.360313,0.373483,0.286113
0.478813,0.438610,0.274026
0.338493,0.851037,0.440712
0.357734,0.498628,0.572838
0.400694,0.587156,0.591880
0.243340,0.382749,0.670364
0.285155,0.206411,0.471824
0.381994,0.695486,0.629276
0.535898,0.495562,0.853089
0.178041,0.419181,0.769422
0.479520,0.475037,0.793940
0.486764,0.577467,0.621586
0.502801,0.646183,0.468418
0.505261,0.564155,0.489973
0.612103,0.439435,0.463543
0.342010,0.319400,0.844727
0.530727,0.347835,0.878884
0.162082,0.576165,0.805243
0.542531,0.550605,0.774140
0.506499,0.433848,0.858691
0.480747,0.647307,0.389978
0.326963,0.327671,0.360224
0.509371,0.369756,0.835918
0.264515,0.505317,0.632535
0.372019,0.574766,0.660584
0.659465,0.421918,0.670668
0.377879,0.647033,0.519571
0.551171,0.717103,0.749263
0.431088,0.396408,0.873795
0.453436,0.569083,0.582150
0.247906,0.277509,0.855656
0.558514,0.400662,0.752539
0.471372,0.361687,0.306807
0.445735,0.570520,0.729787
0.574042,0.624298,0.495881
0.452058,0.183950,0.664025
0.509856,0.174165,0.417463
0.572464,0.797293,0.617857
0.359418,0.265149,0.554155
0.417757,0.450522,0.768375
0.679474,0.382284,0.755214
0.530701,0.363772,0.621348
0.451621,0.566476,0.595269
0.710962,0.571529,0.433707
0.325083,0.384883,0.530920
0.611336,0.363401,0.806796
0.676937,0.598705,1.010099
0.438601,0.373510,0.644532
0.414701,0.448770,0.813420
0.353774,0.452255,0.714295
0.461913,0.497290,0.345502
0.473007,0.356634,0.596259
0.357037,0.375053,0.675150
0.680564,0.368541,0.617825
0.389433,0.265980,0.789228
0.474609,0.521121,0.566078
0.163785,0.695886,0.804179
0.605587,0.351493,0.462542
0.447484,0.366997,0.535491
0.492650,0.525161,0.618760
0.510944,0.488018,0.898717
0.430900,0.451531,0.468067
0.408327,0.469379,0.702717
0.560661,0.747124,0.384449
0.215116,0.745326,0.727445
0.630755,0.444903,0.732580
0.453493,0.307292,0.613830
0.372280,0.831173,0.369046
0.738643,0.688814,0.528388
0.667673,0.431209,0.527848
0.409887,0.735607,0.380636
0.440801,0.659929,0.669649
0.511827,0.543160,0.582455
0.768431,0.330331,0.624226
0.524291,0.756188,0.618756
0.755992,0.430543,0.644816
0.507567,0.596090,0.370586
0.708586,0.404765,0.696767
0.472978,0.568913,0.467841
0.634959,0.326916,0.525111
0.511917,0.783565,0.539867
0.222384,0.349855,0.994636
0.487109,0.566243,0.532113
0.492537,0.406968,0.466056
0.503183,0.279351,0.730160
0.612800,0.665852,0.574911
0.435691,0.468770,0.596050
0.421762,0.527528,0.500728
0.362072,0.477002,0.629398
0.666179,0.284308,0.972434
0.611379,0.731167,0.927637
0.510947,0.388667,0.696720
0.442557,0.580179,0.472999
0.305844,0.689042,0.549614
0.383965,0.199797,0.525391
0.353998,0.554615,0.737653
0.378783,0.459674,0.500814
0.339678,0.257833,0.816975
0.210996,0.428355,0.457829
0.640223,0.592376,0.487772
0.531760,0.644873,0.489326
0.348996,0.327107,0.986300
0.363655,0.311117,0.421751
0.153229,0.833063,0.656734
0.505845,0.226941,0.491799
0.388675,0.487411,0.706117
0.433242,0.594841,0.560312
0.245956,0.538007,0.826508
0.518005,0.550473,0.425836
0.502309,0.490304,0.788345
0.561496,0.421194,0.339195
0.709971,0.484409,0.602657
0.627603,0.592423,0.544673
0.321303,0.455071,0.609376
0.518098,0.507068,0.578999
0.357638,0.736409,0.453058
0.270567,0.331883,0.723174
0.224166,0.648182,0.871688
0.424862,0.350843,0.405244
0.600950,0.718220,0.980119
0.256023,0.270002,0.855310
0.463309,0.755084,0.529296
0.620127,0.607162,0.688183
0.312788,0.437378,0.382900
0.375570,0.355100,0.454557
0.293077,0.420393,0.857013
0.103543,0.373785,0.756897
0.591117,0.453982,0.677014
0.547352,0.533568,0.242351
0.774176,0.339600,0.642141
0.486008,0.548249,0.768929
0.587645,0.283453,0.309410
0.560866,0.378879,0.819815
0.487143,0.708730,0.437763
0.386541,0.096938,0.854798
0.704636,0.463364,0.666694
